#{"t_start": 1729511790.5134616, "env_id": "CarRacingCustomTest-v0"}
r,l,t
183831.417457,1000,77973.405397
186612.834818,1000,78045.517489
129341.931807,1000,78114.708905
153930.395002,1000,78253.586693
208278.339049,1000,78326.875314
113329.309087,1000,78398.002296
91598.57432,1000,78494.526982
142384.412207,1000,78595.829599
147105.300994,1000,78699.831954
132149.836946,1000,82698.162337
113233.95283,1000,82811.334156
96570.192677,1000,82935.005421
182584.685431,1000,83047.792085
109831.213208,1000,83155.960293
119789.640386,1000,83266.969364
172784.506219,1000,83374.654196
127273.10351,1000,83542.195748
108043.018764,1000,83644.465916
220472.706264,1000,83746.276699
130588.214204,1000,83851.047838
110264.045254,1000,83956.912641
163677.452726,1000,84052.284806
138283.643764,1000,84260.53778
115676.436272,1000,84378.911856
163326.469468,1000,84490.305768
148540.567784,1000,84610.082639
87461.948476,1000,84720.863256
157821.729011,1000,84826.614955
126253.125147,1000,85002.582659
142829.092589,1000,85115.674914
143687.626607,1000,85226.778044
125490.713799,1000,85346.903489
192906.480302,1000,85465.732189
169142.656445,1000,85584.452848
138585.436181,1000,85781.731267
168644.992448,1000,85898.695826
169888.773481,1000,86014.358877
153284.215947,1000,86131.271852
174248.158137,1000,86235.598208
94290.942352,1000,86347.126227
116156.655128,1000,86447.803154
143272.634149,1000,86624.265216
102728.528318,1000,86724.646054
89311.878413,1000,86827.448368
102722.877698,1000,86931.845163
140206.114002,1000,87041.692226
162423.99146,1000,87145.694126
153982.390021,1000,87332.522247
114708.874795,1000,87436.024234
169589.474703,1000,87534.963653
129164.80333,1000,87635.458374
164849.666704,1000,87738.244709
140148.487514,1000,87841.202482
182462.345005,1000,88017.509446
122382.304478,1000,88125.092606
234154.50525,1000,88233.494318
170227.943858,1000,88338.260262
100114.221296,1000,88439.151004
107153.420224,1000,88537.89032
131884.147796,1000,88724.107717
226701.883306,1000,88825.441386
146947.86951,1000,88926.035391
104428.018764,1000,89026.276326
134750.777385,1000,89118.92867
63303.476931,1000,89217.045696
120711.497025,1000,89316.854852
156628.018764,1000,89495.133907
109805.892518,1000,89590.647461
150200.276829,1000,89690.334372
162060.004827,1000,89795.208963
170257.719761,1000,89895.285786
115774.798425,1000,89993.984178
161932.511518,1000,90152.684617
114434.230368,1000,90248.805139
91889.447335,1000,90344.638156
185895.61733,1000,90440.281324
206188.343967,1000,90532.972949
137682.422056,1000,90626.626516
160609.577206,1000,90787.869514
113120.880717,1000,90881.585033
143078.317767,1000,90980.869059
179121.423782,1000,91082.858511
187126.206917,1000,91198.928488
176116.648901,1000,91300.854743
192991.988801,1000,91466.913116
116852.950271,1000,91566.874029
112601.917069,1000,91674.014585
57706.200582,1000,91772.120683
111350.429187,1000,91856.069623
169713.473309,1000,91940.813072
189268.018764,1000,92038.342898
127182.355682,1000,92183.905345
167497.430529,1000,92255.937119
160351.692233,1000,92329.63526
90124.829395,1000,92399.108954
97396.413826,1000,92468.110471
87982.704079,1000,92538.316741
105518.337235,1000,92657.420951
122382.724646,1000,92727.732111
102865.201863,1000,92799.44785
110536.984281,1000,92869.124079
112003.635202,1000,92938.195309
151495.663815,1000,93007.40658
81962.345005,1000,93125.93861
175805.602657,1000,93195.454775
132368.892126,1000,93265.769093
140671.420125,1000,93335.293949
134377.85483,1000,93404.603637
161653.934257,1000,93474.673846
129228.219433,1000,93597.068231
143978.73305,1000,93672.655542
145773.555096,1000,93742.841518
116613.224243,1000,93812.095859
123840.316061,1000,93891.76857
206258.927855,1000,93963.704942
108788.45672,1000,94035.612019
108995.380328,1000,94155.577255
147217.664154,1000,94227.850637
114479.846721,1000,94300.042886
164550.463905,1000,94370.360839
108095.411503,1000,94439.370177
155408.150343,1000,94508.650629
109053.264666,1000,94630.353102
155017.642824,1000,94703.938904
143711.878413,1000,94777.218691
114584.401017,1000,94846.857254
109194.162555,1000,94920.610688
170009.008163,1000,94991.923719
186834.685431,1000,95129.413264
157294.884436,1000,95243.375628
109068.97723,1000,95321.082861
120389.537751,1000,95394.092746
