#{"t_start": 1729508999.90225, "env_id": "CarRacing-v2"}
r,l,t
868.858131,1000,90103.264934
906.0,940,90266.303291
826.315789,1000,90368.671357
786.986301,1000,90469.309864
892.366412,1000,90569.663845
582.432432,1000,90671.116493
892.673993,1000,90782.401155
819.413919,1000,90961.39955
735.57047,1000,91071.091598
868.641115,1000,91172.053854
594.968553,1000,91274.463231
521.875,1000,91378.374555
791.156463,1000,91492.917515
613.355049,1000,91664.676201
772.852234,1000,91763.965858
858.333333,1000,91861.749635
581.967213,1000,91958.232706
675.167785,1000,92061.186639
806.25,1000,92167.469465
578.456592,1000,92272.231844
647.572816,1000,92437.193037
884.555985,1000,92543.634687
884.435798,1000,92647.860472
661.363636,1000,92748.047573
651.612903,1000,92841.361161
747.457627,1000,92938.414128
547.249191,1000,93102.798288
875.806452,1000,93197.102541
659.075908,1000,93292.598364
736.120401,1000,93386.802898
850.177936,1000,93483.057741
788.135593,1000,93577.980646
830.769231,1000,93740.556807
682.608696,1000,93845.310821
661.904762,1000,93939.833115
776.582278,1000,94063.941785
675.316456,1000,94161.835354
762.068966,1000,94265.020145
832.862191,1000,94435.081456
691.808874,1000,94533.166552
832.862191,1000,94626.819159
460.897436,1000,94707.58895
697.153025,1000,94802.143835
843.7751,1000,94904.868585
679.310345,1000,94979.838853
701.916933,1000,95103.319491
503.225806,1000,95173.751444
646.95122,1000,95243.793272
575.409836,1000,95314.256197
764.111498,1000,95383.907139
881.617647,1000,95454.840392
688.643533,1000,95576.201028
700.0,1000,95645.966079
571.779141,1000,95715.142637
555.948553,1000,95784.847433
849.152542,1000,95854.649583
429.411765,1000,95925.423445
787.788779,1000,96044.167091
747.51773,1000,96114.549911
661.732852,1000,96183.793033
632.899023,1000,96254.509313
679.552716,1000,96326.227222
735.016835,1000,96401.906488
680.141844,1000,96526.31799
782.352941,1000,96596.42083
881.949458,1000,96675.884122
777.862595,1000,96747.805575
860.992908,1000,96820.356177
764.238411,1000,96892.383882
746.875,1000,96964.376798
773.754153,1000,97086.470817
884.67433,1000,97157.077103
670.318021,1000,97226.063491
384.848485,1000,97295.869212
74.454829,1000,97366.458344
816.058394,1000,97442.540236
576.870748,1000,97565.553189
599.669967,1000,97635.938822
763.192182,1000,97710.699957
627.848101,1000,97782.948103
501.351351,1000,97861.15233
849.21875,1000,97958.328915
782.154882,1000,98111.759355
877.859779,1000,98184.90022
840.520446,1000,98256.587781
518.012422,1000,98326.053494
641.100324,1000,98404.217386
85.454545,1000,98505.389002
32.716049,1000,98651.175188
809.722222,1000,98720.786086
907.3,927,98803.954097
690.163934,1000,98907.833
811.347518,1000,117130.779202
833.110368,1000,117225.662098
785.90604,1000,117326.036671
888.0,1000,117511.283978
881.132075,1000,117617.421114
751.612903,1000,117731.10766
750.649351,1000,117842.633577
815.824916,1000,117960.323466
685.454545,1000,118066.820096
874.545455,1000,118251.373936
744.720497,1000,118363.466188
38.03681,1000,118472.106586
888.721805,1000,118587.116296
111.005121,802,118679.602645
714.696486,1000,118794.317896
658.364312,1000,118976.225709
631.958763,1000,119106.567792
805.13834,1000,119242.018271
451.601423,1000,119378.290543
818.644068,1000,119512.751697
733.333333,1000,119643.95858
675.862069,1000,119777.577798
902.0,980,120006.842956
70.648464,1000,120142.549385
819.413919,1000,120271.281784
670.491803,1000,120368.684778
906.9,931,120458.202925
761.111111,1000,120553.593904
278.83959,1000,120712.81521
892.932862,1000,120826.472807
852.727273,1000,120924.811413
733.333333,1000,121020.013276
852.054795,1000,121115.655248
656.849315,1000,121209.364901
300.684932,1000,121369.069027
830.147059,1000,121458.679428
640.740741,1000,121554.278379
819.708029,1000,121647.996939
730.0,1000,121745.261128
896.415771,1000,121838.608616
793.47079,1000,121934.650896
881.549815,1000,122100.26542
